{-90.019997, -12.469999, 17., -0.59, -0.53233, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0023, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.532002, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0024, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.531674, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0025, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.531347, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0026, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.531019, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0027, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.530691, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0028, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.530363, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0029, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.530036, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.0026, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.530292, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, -0.00141, 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.53062, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, 0., 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.530947, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, 0., 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.531275, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, 0., 0., 0., 0., 0., 0, 0, 0}
{-90.019997, -12.469999, 17., -0.59, -0.531603, 8.22, -128, 15600, -24, 0.0314, -0.0348, 0., 0, 0, 0, 1, 100, 0., 0., 0., 0., 0., 0, 0, 0}
