{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
{0.002968, -4608.012207, 43.525101, 0., 0., 0., 0, 81920, 0, 0., 0., 0., 0, 0, 0, 0, 0, 0., 0., 0., 0., 0., 0, 0, 0}
